,uid,years,minutes,sqrm,distance,renovate,express,price,predict
1487,13115-729,34,20,70,13.47331293,0,1,28000000,40770287.98395526
1488,13115-730,23,25,55,13.47331293,0,1,32000000,31352790.18497188
1489,13115-731,23,25,60,13.47331293,0,1,40000000,35330788.26667615
1490,13115-835,14,6,15,12.12192561,0,0,21000000,17522397.62787283
1491,13115-836,46,5,35,12.12192561,0,0,19000000,16995633.14080122
1492,13115-839,14,6,25,12.12192561,0,0,24000000,25478393.791281365
1493,13115-841,23,7,35,12.12192561,0,0,31000000,27948523.999747224
1494,13115-843,46,5,35,12.12192561,0,0,13000000,16995633.14080122
1495,13115-844,14,6,15,12.12192561,0,0,21000000,17522397.62787283
1496,13115-845,14,6,15,12.12192561,0,0,17000000,17522397.62787283
1497,13115-990,35,8,90,13.47331293,1,1,79000000,67414499.77115855
1498,13115-991,32,7,40,13.47331293,1,1,35000000,29911903.52825395
1499,13115-992,30,5,35,13.47331293,0,1,18000000,25160447.255265374
1500,13115-993,46,8,30,13.47331293,1,1,17000000,13796306.925898904
1501,13115-994,47,3,35,13.47331293,0,1,16000000,17416037.77712396
1502,13115-995,23,10,75,13.47331293,0,1,43000000,57361940.767825894
1503,13115-996,12,10,50,13.47331293,0,1,46000000,43354166.224112965
1504,13115-1004,8,10,50,13.47331293,0,1,44000000,45493153.81131603
1505,13115-1005,7,5,55,13.47331293,0,1,67000000,53371618.208500035
1506,13115-1006,1,2,30,13.47331293,0,1,34000000,38709540.831990674
1507,13115-1007,14,15,60,13.47331293,0,1,41000000,46874949.17524099
1508,13115-1008,13,3,30,13.47331293,1,1,37000000,34808673.939003125
1509,13115-1009,7,1,30,13.47331293,0,1,37000000,36174203.33492188
1510,13115-1010,1,3,30,13.47331293,0,1,34000000,38036396.948254876
1511,13115-1011,12,10,40,13.47331293,0,1,29000000,35398170.060704425
1512,13115-1012,10,2,30,13.47331293,0,1,38000000,33896818.76078379
1513,13115-1018,15,14,70,13.47331293,0,1,59000000,54969342.32558456
1514,13115-1019,32,8,25,13.47331293,0,1,17000000,14115525.647047918
1515,13115-1020,47,12,45,13.47331293,0,1,24000000,19313738.986910336
1516,13115-1021,23,3,55,13.47331293,1,1,60000000,49351195.37951682
1517,13115-1022,43,2,55,13.47331293,1,1,48000000,39329401.327237315
1518,13115-1023,26,4,35,13.47331293,0,1,30000000,27972578.726204228
1519,13115-1029,11,8,70,13.47331293,1,1,60000000,64336432.96755983
1520,13115-1039,23,3,55,13.47331293,1,1,57000000,49351195.37951682
1521,13115-1040,9,5,70,13.47331293,0,1,60000000,64236118.660011314
1522,13115-1041,15,14,75,13.47331293,0,1,60000000,58947340.40728883
1523,13115-1042,34,1,15,13.47331293,0,1,11000000,9802042.876188427
1524,13115-1043,35,2,15,13.47331293,0,1,13000000,8594152.095651861
1525,13115-1044,24,7,35,13.47331293,1,1,27000000,30211880.6209558
1526,13115-1045,11,9,70,13.47331293,0,1,50000000,60474049.3314666
1527,13115-1046,13,13,20,13.47331293,0,1,21000000,16931999.185879204
1528,13115-1047,16,5,45,13.47331293,0,1,40000000,40602899.97388462
1529,13115-1048,16,5,55,13.47331293,0,1,52000000,48558896.13729316
1530,13115-1049,14,4,35,13.47331293,0,1,29000000,34389541.487813406
1531,13115-1050,15,14,70,13.47331293,0,1,53000000,54969342.32558456
1532,13115-1057,13,3,35,13.47331293,1,1,40000000,38786672.02070739
1533,13115-1058,19,15,20,13.47331293,0,1,19000000,12377230.037603023
1534,13115-1059,19,15,20,13.47331293,0,1,14000000,12377230.037603023
1535,13115-1061,11,9,55,13.47331293,1,1,50000000,51729294.83871122
1536,13115-1068,30,4,15,13.47331293,1,1,8900000,13110838.564541522
1537,13115-1069,12,3,20,13.47331293,0,1,22000000,24198184.92003793
1538,13115-1070,46,7,35,13.47331293,1,1,20000000,18447448.89133897
1539,13115-1071,34,1,20,13.47331293,0,1,15000000,13780040.957892695
1540,13115-1072,19,4,20,13.47331293,0,1,17000000,19781812.758696776
1541,13115-1073,23,3,55,13.47331293,0,1,58000000,46161955.62715939
1542,13115-1074,10,10,40,13.47331293,1,1,38000000,39656903.60666338
1543,13115-1075,17,9,15,13.47331293,0,1,17000000,13507589.05191506
1544,13115-1076,27,2,15,13.47331293,0,1,12000000,12872127.270057982
1545,13115-1077,27,2,20,13.47331293,0,1,12000000,16850125.35176225
1546,13115-1081,16,5,15,13.47331293,0,1,22000000,16734911.483659009
1547,13115-1082,32,2,25,13.47331293,0,1,14000000,18154388.949462693
1548,13115-1083,34,1,55,13.47331293,1,1,45000000,44815267.28218
1549,13115-1084,20,12,70,13.47331293,0,1,37000000,53641895.60905233
1550,13115-1085,13,4,30,13.47331293,0,1,29000000,30946290.302909903
1551,13115-1086,18,10,75,13.47331293,0,1,68000000,60035675.25182972
1552,13115-1090,16,5,65,13.47331293,0,1,55000000,56514892.30070169
1553,13115-1091,12,10,45,13.47331293,0,1,39000000,39376168.1424087
1554,13115-1092,10,2,30,13.47331293,0,1,42000000,33896818.76078379
1555,13115-1093,22,12,70,13.47331293,0,1,49000000,52572401.815450795
1556,13115-1094,19,15,25,13.47331293,0,1,19000000,16355228.11930729
1557,13115-1095,19,15,25,13.47331293,0,1,10000000,16355228.11930729
1558,13115-1096,34,1,40,13.47331293,0,1,31000000,29692033.28470977
1559,13115-1097,23,9,70,13.47331293,1,1,57000000,57246326.32221484
1560,13115-1105,27,4,80,13.47331293,0,1,36000000,63239814.56474188
1561,13115-1106,32,8,45,13.47331293,0,1,14000000,30027517.97386499
1562,13115-1107,19,4,15,13.47331293,0,1,17000000,15803814.676992508
1563,13115-1108,11,9,70,13.47331293,0,1,57000000,60474049.3314666
1564,13115-1109,29,1,75,13.47331293,1,1,64000000,63400994.0930009
1565,13115-1119,26,5,45,13.47331293,1,1,38000000,38444670.7582344
1566,13115-1120,46,8,30,13.47331293,1,1,21000000,13796306.925898904
1567,13115-1121,10,10,30,13.47331293,0,1,31000000,28511667.690897424
1568,13115-1122,12,4,60,13.47331293,0,1,40000000,55349025.68993628
1569,13115-1123,5,7,35,13.47331293,0,1,40000000,37182831.9078129
1570,13115-1131,22,4,40,13.47331293,1,1,40000000,37278804.147468984
1571,13115-1132,13,13,20,13.47331293,0,1,15000000,16931999.185879204
1572,13115-1133,13,6,35,13.47331293,0,1,31000000,33578000.61714258
1573,13115-1134,30,4,15,13.47331293,0,1,8900000,9921598.812184095
1574,13115-1135,34,1,40,13.47331293,0,1,29000000,29692033.28470977
1575,13115-1136,46,7,40,13.47331293,1,1,25000000,22425446.97304324
1576,13115-1137,11,9,70,13.47331293,0,1,58000000,60474049.3314666
1577,13115-1138,22,4,20,13.47331293,0,1,23000000,18177572.06829448
1578,13115-1140,14,3,65,13.47331293,0,1,60000000,58930673.86177481
1579,13115-1141,10,2,30,13.47331293,0,1,38000000,33896818.76078379
1580,13115-1250,13,9,35,13.47331293,0,1,29000000,31558568.965935193
1581,13115-1251,22,5,20,13.47331293,0,1,14000000,17504428.18455869
1582,13115-1252,10,9,35,13.47331293,0,1,29000000,33162809.65633749
1583,13115-1253,16,11,20,13.47331293,0,1,15000000,16674046.2629485
1584,13115-1256,16,12,20,13.47331293,0,1,20000000,16000902.379212705
1585,13115-1257,49,9,45,13.47331293,1,1,30000000,23452916.596873622
1586,13115-1263,22,6,40,13.47331293,0,1,30000000,32743276.627639964
1587,13115-1264,21,8,15,13.47331293,1,1,15000000,15230985.100805223
1588,13115-1265,11,7,20,13.47331293,0,1,18000000,22040356.28189551
1589,13115-1270,2,13,25,13.47331293,0,1,29000000,26792213.132391885
1590,13115-1271,10,8,20,13.47331293,1,1,31000000,25091199.047317907
1591,13115-1272,22,5,15,13.47331293,0,1,18000000,13526430.10285442
1592,13115-1273,2,14,25,13.47331293,0,1,29000000,26119069.24865609
1593,13115-1274,11,7,20,13.47331293,0,1,17000000,22040356.28189551
1594,13115-1275,21,9,70,13.47331293,0,1,53000000,55126580.363458954
1595,13115-1280,22,6,30,13.47331293,1,1,27000000,27976520.216588855
1596,13115-1281,19,6,30,13.47331293,0,1,26000000,26391521.154633723
1597,13115-1282,18,8,55,13.47331293,0,1,49000000,45469970.69248424
1598,13115-1285,21,16,50,13.47331293,1,1,30000000,37691820.60284874
1599,13115-1287,11,7,20,13.47331293,0,1,23000000,22040356.28189551
1600,13115-1288,10,8,35,13.47331293,0,1,34000000,33835953.54007328
1601,13115-1291,10,8,35,13.47331293,0,1,38000000,33835953.54007328
1602,13115-1296,21,16,50,13.47331293,0,1,30000000,34502580.85049131
1603,13115-1297,22,7,20,13.47331293,0,1,16000000,16158140.417087095
1604,13115-1298,18,8,65,13.47331293,0,1,54000000,53425966.85589278
1605,13115-1299,19,6,30,13.47331293,0,1,19000000,26391521.154633723
1606,13115-1301,11,7,20,13.47331293,0,1,21000000,22040356.28189551
1607,13115-1302,47,11,75,13.47331293,1,1,40000000,47044111.11322917
1608,13115-1303,22,5,15,13.47331293,1,1,12000000,16715669.855211847
1609,13115-1304,18,8,75,13.47331293,0,1,52000000,61381963.01930131
1610,13115-1306,10,8,20,13.47331293,0,1,22000000,21901959.29496048
1611,13115-1307,24,15,70,13.47331293,0,1,42000000,49483476.37064189
1612,13115-1308,13,9,45,13.47331293,0,1,33000000,39514565.129343726
1613,13115-1316,49,9,30,13.47331293,1,1,20000000,11518922.35176082
1614,13115-1317,22,13,45,13.47331293,0,1,26000000,32009267.52319366
1615,13115-1318,19,6,30,13.47331293,0,1,15000000,26391521.154633723
1616,13115-1319,7,6,70,13.47331293,0,1,56000000,64632468.56987704
1617,13115-1324,14,8,60,15.29485589,0,0,53000000,49769457.273535274
1618,13115-1327,16,14,20,15.29485589,0,0,17000000,12837115.523884822
1619,13115-1328,34,9,40,15.29485589,0,0,20000000,22489383.12696711
1620,13115-1335,15,11,80,15.29485589,0,0,44000000,63127271.052344196
1621,13115-1340,14,8,40,15.29485589,0,0,30000000,33857464.9467182
1622,13115-1341,21,7,20,15.29485589,0,0,15000000,14875388.22603157
1623,13115-1346,9,14,65,15.29485589,0,0,58000000,52382326.53682859
1624,13115-1616,24,10,60,12.12192561,1,0,45000000,48473575.612617835
1625,13115-1618,24,10,70,12.12192561,0,0,32000000,53240332.023668945
1626,13115-1625,11,4,30,10.8508634,0,0,33000000,33291690.132270083
1627,13115-1626,33,4,15,10.8508634,0,0,8900000,9593264.157540452
1628,13115-1627,22,9,20,10.8508634,0,0,13000000,16087758.68537415
1629,13115-1631,48,9,40,10.8508634,1,0,26000000,21285571.447728768
1630,13115-1632,18,10,20,10.8508634,0,0,20000000,17553602.388841413
1631,13115-1633,22,9,20,10.8508634,0,0,20000000,16087758.68537415
1632,13115-1634,48,8,30,10.8508634,0,0,9500000,10813479.415698597
1633,13115-1638,31,5,15,10.8508634,0,0,13000000,9989614.067406181
1634,13115-1639,12,8,25,10.8508634,0,0,26000000,26086369.618821863
1635,13115-1643,15,10,20,10.8508634,0,0,21000000,19157843.079243712
1636,13115-1644,13,4,55,10.8508634,0,0,53000000,52112186.747189894
1637,13115-1645,16,6,20,10.8508634,0,0,20000000,21315671.717386127
1638,13115-1649,48,9,35,10.8508634,0,0,15000000,14118333.61366707
1639,13115-1650,13,6,30,10.8508634,1,0,26000000,34065148.32355439
1640,13115-1651,48,8,25,10.8508634,1,0,13000000,10024721.086351756
1641,13115-1652,48,9,40,10.8508634,1,0,20000000,21285571.447728768
1642,13115-1662,22,9,15,10.8508634,1,0,16000000,15299000.356027309
1643,13115-1663,15,10,20,10.8508634,0,0,20000000,19157843.079243712
1644,13115-1664,48,8,35,10.8508634,0,0,11000000,14791477.497402865
1645,13115-1666,11,4,30,10.8508634,0,0,34000000,33291690.132270083
1646,13115-1667,22,9,20,10.8508634,0,0,18000000,16087758.68537415
1647,13115-1668,12,8,30,10.8508634,0,0,27000000,30064367.700526133
1648,13115-1669,12,8,20,10.8508634,1,0,21000000,25297611.289475024
1649,13115-1671,14,6,20,10.8508634,0,0,20000000,22385165.510987658
1650,13115-1675,15,10,20,10.8508634,0,0,21000000,19157843.079243712
1651,13115-1676,22,8,20,10.8508634,0,0,22000000,16760902.569109948
1652,13115-1684,22,9,15,10.8508634,0,0,16000000,12109760.603669882
1653,13115-1685,48,8,30,10.8508634,1,0,17000000,14002719.168056024
1654,13115-1686,11,12,70,10.8508634,0,0,57000000,59730523.71601786
1655,13115-1687,24,8,70,10.8508634,0,0,41000000,55471389.5925511
1656,13115-1688,18,11,20,10.8508634,0,0,19000000,16880458.505105622
1657,13115-1689,24,3,35,10.8508634,0,0,28000000,30991122.4393002
1658,13115-1696,24,8,70,10.8508634,1,0,43000000,58660629.34490853
1659,13115-1697,17,2,20,10.8508634,0,0,19000000,23473500.35552855
1660,13115-1704,16,2,60,10.8508634,0,0,56000000,55832231.905963466
1661,13115-1705,24,9,70,10.8508634,1,0,47000000,57987485.46117273
1662,13115-1706,16,7,20,10.8508634,0,0,20000000,20642527.833650332
1663,13115-1707,22,14,60,10.8508634,0,0,22000000,44546023.92032932
1664,13115-1708,18,2,55,10.8508634,1,0,53000000,53973979.78301509
1665,13115-1709,17,2,20,10.8508634,0,0,18000000,23473500.35552855
1666,13115-1717,13,7,30,10.8508634,0,0,27000000,30202764.687461164
1667,13115-1718,48,9,25,10.8508634,1,0,20000000,9351577.202615961
1668,13115-1719,14,6,20,10.8508634,0,0,16000000,22385165.510987658
1669,13115-1721,12,8,20,10.8508634,0,0,19000000,22108371.537117597
1670,13115-1722,23,14,35,10.8508634,1,0,20000000,27310526.367364638
1671,13115-1723,23,14,70,10.8508634,1,0,42000000,55156512.93929452
1672,13115-1733,16,7,20,10.8508634,0,0,18000000,20642527.833650332
1673,13115-1734,48,8,20,10.8508634,0,0,5000000,2857483.2522900626
1674,13115-1735,11,4,30,10.8508634,0,0,30000000,33291690.132270083
1675,13115-1736,48,8,20,10.8508634,1,0,9600000,6046723.00464749
1676,13115-1737,16,7,20,10.8508634,1,0,18000000,23831767.58600776
1677,13115-1738,22,9,15,10.8508634,0,0,15000000,12109760.603669882
1678,13115-1739,34,3,20,10.8508634,0,0,10000000,13709659.22617975
1679,13115-1740,48,9,35,10.8508634,1,0,25000000,17307573.366024498
1680,13115-1746,23,3,15,10.8508634,0,0,19000000,15613877.009283893
1681,13115-1747,28,9,15,10.8508634,0,0,13000000,8901279.222865295
1682,13115-1749,36,6,20,10.8508634,1,0,15000000,13809973.533728259
1683,13115-1750,28,12,15,10.8508634,0,0,13000000,6881847.571657907
1684,13115-1751,23,3,35,10.8508634,1,0,30000000,34715109.0884584
1685,13115-1755,5,5,50,10.8508634,0,0,55000000,51739019.95615594
1686,13115-1756,35,2,20,10.8508634,1,0,1300000,17037295.965472206
1687,13115-1757,18,5,15,10.8508634,0,0,25000000,16941323.725816127
1688,13115-1758,35,10,15,10.8508634,0,0,14000000,4484907.061524145
1689,13115-1759,48,3,25,10.8508634,0,0,12000000,10201200.75267331
1690,13115-1760,17,3,20,10.8508634,0,0,23000000,22800356.471792754
1691,13115-1761,36,6,50,10.8508634,0,0,34000000,34488722.27159644
1692,13115-1762,23,3,65,10.8508634,0,0,54000000,55393857.82632658
1693,13115-1765,36,6,45,10.8508634,1,0,35000000,33699963.942249596
1694,13115-1766,28,7,15,10.8508634,0,0,13000000,10247566.990336888
1695,13115-1770,7,4,50,10.8508634,0,0,51000000,51342670.04629022
1696,13115-1771,27,9,20,10.8508634,0,0,16000000,13414024.201370327
1697,13115-1772,48,3,25,10.8508634,0,0,11000000,10201200.75267331
1698,13115-1773,36,6,25,10.8508634,0,0,11000000,14598731.8630751
1699,13115-1775,13,10,20,10.8508634,0,0,18000000,20227336.87284524
1700,13115-1776,20,9,20,10.8508634,0,0,19000000,17157252.478975683
1701,13115-1777,6,3,70,10.8508634,0,0,84000000,68462553.15364385
1702,13115-1778,23,3,65,10.8508634,0,0,54000000,55393857.82632658
1703,13115-1779,14,5,20,10.8508634,0,0,17000000,23058309.394723456
1704,13115-1780,35,1,15,10.8508634,1,0,20000000,13732441.767503735
1705,13115-1786,28,7,15,10.8508634,1,0,13000000,13436806.742694315
1706,13115-1787,14,9,25,10.8508634,0,0,22000000,24343731.94148454
1707,13115-1788,19,6,15,10.8508634,0,0,20000000,15733432.945279565
1708,13115-1793,27,9,15,10.8508634,0,0,15000000,9436026.119666059
1709,13115-1794,23,4,45,10.8508634,0,0,32000000,38808721.61577371
1710,13115-1799,14,9,35,10.8508634,1,0,31000000,35488967.857250504
1711,13115-1800,17,3,25,10.8508634,0,0,21000000,26778354.55349702
1712,13115-1801,12,8,20,10.8508634,1,0,15000000,25297611.289475024
1713,13115-1802,5,6,60,10.8508634,0,0,54000000,59021872.23582868
1714,13115-1803,14,9,35,10.8508634,0,0,30000000,32299728.104893077
1715,13115-1805,36,6,20,10.8508634,0,0,11000000,10620733.781370832
1716,13115-1806,20,9,20,10.8508634,0,0,19000000,17157252.478975683
1717,13115-1807,18,5,20,10.8508634,1,0,17000000,24108561.559877824
1718,13115-1810,33,2,20,10.8508634,0,0,12000000,14917550.00671631
1719,13115-1811,13,10,20,10.8508634,0,0,20000000,20227336.87284524
1720,13115-1812,14,5,20,10.8508634,0,0,16000000,23058309.394723456
1721,13115-1813,33,2,20,10.8508634,0,0,15000000,14917550.00671631
1722,13115-1814,28,7,15,10.8508634,0,0,9500000,10247566.990336888
1723,13115-1815,13,10,20,10.8508634,0,0,20000000,20227336.87284524
1724,13115-1816,17,3,20,10.8508634,0,0,18000000,22800356.471792754
1725,13115-1817,18,5,20,10.8508634,1,0,19000000,24108561.559877824
1726,13115-1818,35,2,30,10.8508634,0,0,20000000,21804052.376523316
1727,13115-1819,19,7,20,10.8508634,0,0,20000000,19038287.143248037
1728,13115-1820,36,5,45,10.8508634,0,0,27000000,31183868.073627967
1729,13115-1825,27,9,20,10.8508634,0,0,11000000,13414024.201370327
1730,13115-1826,20,9,20,10.8508634,0,0,15000000,17157252.478975683
1731,13115-1827,18,4,20,10.8508634,0,0,20000000,21592465.69125619
1732,13115-1828,19,7,20,10.8508634,0,0,18000000,19038287.143248037
1733,13115-1829,40,2,50,10.8508634,0,0,39000000,35042310.21933656
1734,13115-1830,33,2,20,10.8508634,0,0,12000000,14917550.00671631
1735,13115-1831,34,1,15,10.8508634,0,0,18000000,11077948.911947075
1736,13115-1878,19,9,65,9.492733962,0,1,55000000,54988905.099544115
1737,13115-1879,19,8,55,9.492733962,0,1,52000000,47706052.819871366
1738,13115-1880,20,9,20,9.492733962,0,1,19000000,18652175.467404936
1739,13115-1885,20,9,40,9.492733962,0,1,37000000,34564167.79422201
1740,13115-1886,19,8,50,9.492733962,1,1,54000000,46917294.49052453
1741,13115-1887,20,9,70,9.492733962,0,1,59000000,58432156.28444762
1742,13115-1989,13,8,20,13.47331293,0,1,13000000,20297718.604558185
1743,13115-1990,15,13,20,13.47331293,0,1,23000000,15862505.392277675
1744,13115-1993,29,9,45,13.47331293,0,1,28000000,30958614.780531492
1745,13115-1995,14,12,20,13.47331293,0,1,17000000,17070396.172814235
1746,13115-1996,14,13,20,13.47331293,1,1,25000000,19586492.041435868
1747,13115-2001,14,10,20,13.47331293,1,1,17000000,21605923.692643255
1748,13115-2006,22,8,95,13.47331293,1,1,51000000,78344207.51127276
1749,13115-2007,22,8,60,13.47331293,1,1,57000000,50498220.93934287
1750,13115-2008,13,8,20,13.47331293,0,1,17000000,20297718.604558185
1751,13115-2011,22,8,45,13.47331293,1,1,35000000,38564226.694230065
1752,13115-2012,15,9,20,13.47331293,0,1,22000000,18555080.92722086
1753,13115-2013,14,12,35,13.47331293,0,1,23000000,29004390.41792704
1754,13115-2016,15,13,25,13.47331293,0,1,29000000,19840503.473981943
1755,13115-2022,14,12,20,13.47331293,0,1,16000000,17070396.172814235
1756,13115-2023,15,13,20,13.47331293,0,1,15000000,15862505.392277675
1757,13115-2024,29,9,45,13.47331293,0,1,22000000,30958614.780531492
1758,13115-2025,14,12,20,13.47331293,0,1,23000000,17070396.172814235
1759,13115-2387,5,9,40,15.29485589,0,0,35000000,37997043.134189285
1760,13115-2388,28,13,15,15.29485589,0,0,13000000,3115298.5643071756
1761,13115-2389,20,9,85,15.29485589,0,0,64000000,65777822.417516224
1762,13115-2391,9,10,70,15.29485589,0,0,63000000,59052900.153476045
1763,13115-2395,27,5,15,15.29485589,0,0,8400000,9035196.530994302
1764,13115-2400,27,5,15,15.29485589,0,0,16000000,9035196.530994302
1765,13115-2401,27,5,15,15.29485589,0,0,8300000,9035196.530994302
1766,13115-2463,24,16,55,15.29485589,0,0,32000000,35058839.15393698
1767,13115-2473,30,13,45,15.29485589,0,0,17000000,25913793.26093125
1768,13115-2474,15,15,55,15.29485589,0,0,31000000,40544705.10887967
1769,13115-2485,16,18,50,15.29485589,1,0,37000000,37201768.231524676
1770,13115-2486,16,18,55,15.29485589,1,0,38000000,41179766.31322894
1771,13115-2806,19,14,70,12.12192561,0,0,51000000,53221490.97272958
1772,13115-2816,19,11,70,12.12192561,0,0,51000000,55240922.623936966
1773,13115-2860,18,3,35,12.12192561,0,0,35000000,33314834.01869423
1774,13115-2869,22,8,30,12.12192561,1,0,28000000,27021368.68346535
1775,13115-2870,3,7,55,12.12192561,0,0,53000000,54555454.26257959
1776,13115-2871,22,8,25,12.12192561,0,0,18000000,19854130.849403657
1777,13115-2876,3,6,80,12.12192561,0,0,90000000,75118588.55483672
1778,13115-2877,3,7,75,12.12192561,1,0,84000000,73656686.3417541
1779,13115-2878,3,7,65,12.12192561,0,0,70000000,62511450.42598813
1780,13115-2879,3,6,75,12.12192561,0,0,79000000,71140590.47313246
1781,13115-2882,3,8,80,12.12192561,0,0,60000000,73772300.78736514
1782,13115-2883,22,7,25,12.12192561,0,0,20000000,20527274.733139448
1783,13115-2884,15,12,50,12.12192561,0,0,26000000,40794774.000587165
1784,13115-2885,9,13,80,12.12192561,0,0,62000000,67198099.98788157
1785,13115-2886,15,12,50,12.12192561,1,0,39000000,43984013.75294459
1786,13115-2893,7,6,65,12.12192561,0,0,66000000,61045606.722520865
1787,13115-2894,28,12,15,12.12192561,0,0,5900000,5997077.770247348
1788,13115-2898,3,7,70,12.12192561,0,0,75000000,66489448.5076924
1789,13115-2899,22,8,25,12.12192561,0,0,19000000,19854130.849403657
1790,13115-2900,3,6,80,12.12192561,0,0,82000000,75118588.55483672
1791,13115-2901,35,9,10,12.12192561,1,0,11000000,3484522.8145025373
1792,13115-2902,3,8,80,12.12192561,0,0,62000000,73772300.78736514
1793,13115-2903,3,7,70,12.12192561,0,0,78000000,66489448.5076924
1794,13115-2905,3,6,80,12.12192561,1,0,88000000,78307828.30719416
1795,13115-2906,3,6,60,12.12192561,0,0,61000000,59206596.228019655
1796,13115-2907,15,12,50,12.12192561,1,0,31000000,43984013.75294459
1797,13115-2917,3,8,85,12.12192561,0,0,81000000,77750298.8690694
1798,13115-2918,22,8,25,12.12192561,0,0,20000000,19854130.849403657
1799,13115-2919,3,5,75,12.12192561,0,0,78000000,71813734.35686827
1800,13115-2920,3,5,55,12.12192561,0,0,56000000,55901742.03005119
1801,13115-2921,3,6,70,12.12192561,0,0,78000000,67162592.3914282
1802,13115-2922,30,5,50,12.12192561,1,0,42000000,40674817.48708369
1803,13115-2923,3,6,75,12.12192561,0,0,67000000,71140590.47313246
1804,13115-2931,3,8,70,12.12192561,0,0,70000000,65816304.623956606
1805,13115-2932,16,7,70,12.12192561,0,0,65000000,59537738.84928246
1806,13115-2933,18,3,45,12.12192561,0,0,36000000,41270830.18210277
1807,13115-2934,17,2,50,12.12192561,0,0,47000000,46456719.04434359
1808,13115-2935,3,5,75,12.12192561,0,0,87000000,71813734.35686827
1809,13115-2936,3,6,80,12.12192561,0,0,88000000,75118588.55483672
1810,13115-2937,30,5,50,12.12192561,1,0,44000000,40674817.48708369
1811,13115-2938,29,5,50,12.12192561,0,0,43000000,38020324.63152703
1812,13115-2939,29,5,50,12.12192561,1,0,42000000,41209564.38388446
1813,13115-2943,34,8,15,12.12192561,1,0,9900000,8670411.67674337
1814,13115-2944,29,5,55,12.12192561,0,0,38000000,41998322.713231295
1815,13115-2946,29,5,50,12.12192561,1,0,42000000,41209564.38388446
1816,13115-2947,15,12,65,12.12192561,0,0,45000000,52728768.24569997
1817,13115-2948,16,6,70,12.12192561,0,0,62000000,60210882.73301825
1818,13115-2949,35,9,10,12.12192561,1,0,8900000,3484522.8145025373
1819,13115-2950,29,5,50,12.12192561,1,0,47000000,41209564.38388446
1820,13115-2951,45,1,35,12.12192561,0,0,19000000,20222955.57254517
1821,13115-2952,29,5,50,12.12192561,1,0,50000000,41209564.38388446
1822,13115-2953,30,5,110,12.12192561,0,0,90000000,85221554.71517748
1823,13115-2960,15,12,65,12.12192561,0,0,41000000,52728768.24569997
1824,13115-2961,35,7,15,12.12192561,0,0,11000000,5619568.911320973
1825,13115-2962,15,13,40,12.12192561,0,0,29000000,32165633.953442834
1826,13115-2963,3,5,75,12.12192561,0,0,77000000,71813734.35686827
1827,13115-2964,21,3,20,12.12192561,0,0,21000000,19776599.08317913
1828,13115-2965,3,7,70,12.12192561,0,0,74000000,66489448.5076924
1829,13115-2966,16,7,75,12.12192561,0,0,67000000,63515736.930986725
1830,13115-2975,9,13,70,12.12192561,1,0,61000000,62431343.57683047
1831,13115-2976,26,12,20,13.47331293,0,1,17000000,10653433.411205055
1832,13115-2977,26,12,15,13.47331293,1,1,17000000,9864675.081858214
1833,13115-2980,26,12,20,13.47331293,0,1,10000000,10653433.411205055
1834,13115-2985,27,10,45,15.29485589,1,0,33000000,32726705.35489836
1835,13115-2986,10,7,20,15.29485589,0,0,20000000,20757604.090839982
1836,13115-2987,19,12,15,15.29485589,0,0,19000000,8601164.519249853
1837,13115-2988,27,4,30,15.29485589,0,0,11000000,21642334.659842905
1838,13115-2989,49,6,45,15.29485589,1,0,30000000,23654849.160224717
1839,13115-2996,17,4,60,15.29485589,1,0,45000000,54047031.870433584
1840,13115-2997,19,11,15,15.29485589,0,0,18000000,9274308.402985645
1841,13115-2998,28,6,15,15.29485589,0,0,12000000,7827305.750457745
1842,13115-2999,17,3,60,15.29485589,0,0,49000000,51530936.00181196
1843,13115-3009,19,2,40,15.29485589,0,0,35000000,35222593.76512915
1844,13115-3010,35,7,25,15.29485589,1,0,16000000,14556169.504882557
1845,13115-3011,19,11,30,15.29485589,0,0,23000000,21208302.64809845
1846,13115-3018,15,11,55,15.29485589,0,0,39000000,43237280.64382285
1847,13115-3020,35,7,20,15.29485589,0,0,11000000,7388931.670820862
1848,13115-3021,28,3,15,15.29485589,1,0,13000000,13035977.154022558
1849,13115-3022,27,10,15,15.29485589,1,0,12000000,8858716.864672754
1850,13115-3033,14,4,75,15.29485589,0,0,74000000,64396027.05359126
1851,13115-3034,7,2,35,15.29485589,0,0,37000000,37661558.44503406
1852,13115-3035,12,1,20,15.29485589,0,0,23000000,23726973.59965323
1853,13115-3036,8,6,25,15.29485589,0,0,20000000,26478239.84988158
1854,13115-3047,49,6,40,15.29485589,1,0,25000000,19676851.07852045
1855,13115-3050,35,4,35,15.29485589,0,0,22000000,21342357.567141052
1856,13115-3051,49,5,50,15.29485589,1,0,35000000,28305991.12566478
1857,13115-3052,28,3,20,15.29485589,0,0,15000000,13824735.483369399
1858,13115-3053,12,1,20,15.29485589,0,0,20000000,23726973.59965323
1859,13115-3058,46,4,70,15.29485589,1,0,37000000,46495368.02661994
1860,13115-3059,27,10,20,15.29485589,0,0,17000000,9647475.194019593
1861,13115-3060,49,5,50,15.29485589,0,0,17000000,25116751.373307355
1862,13115-3067,19,9,75,15.29485589,0,0,57000000,58356573.150908455
1863,13115-3068,33,7,15,15.29485589,0,0,12000000,4480427.382718127
